,FUT_CNVS_FACTOR,FUT_CTD_CUSIP,FUT_CUR_GEN_TICKER,PX_LAST,join_id_bonds,join_id_fut,CPN,MATURITY,DAY_CNT_DES,INT_ACC_DT,CPN_FREQ,ISSUE_DT,CURRENT_CONTRACT_MONTH_YR,PX_LAST_BONDS
3/17/2009,0.774078,EF534853,JBM09,138.58,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,0.863
3/18/2009,0.774078,EF534853,JBM09,138.85,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,0.839
3/19/2009,0.774078,EF534853,JBM09,139.57,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,0.764
3/23/2009,0.774078,EF534853,JBM09,139.45,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,0.779
3/24/2009,0.774078,EF534853,JBM09,139.45,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,0.779
3/25/2009,0.774078,EF534853,JBM09,139.03,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,0.823
3/26/2009,0.774078,EF534853,JBM09,138.48,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,0.88
3/27/2009,0.774078,EF534853,JBM09,138.21,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,0.909
3/30/2009,0.774078,EF534853,JBM09,138.3,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,0.9
3/31/2009,0.774078,EF534853,JBM09,138.15,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,0.918
4/1/2009,0.774078,EF534853,JBM09,138.15,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,0.915
4/3/2009,0.774078,EF534853,JBM09,137.41,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,0.967
4/6/2009,0.774078,EF534853,JBM09,137,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,0.995
4/7/2009,0.774078,EF534853,JBM09,137.08,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.04
4/8/2009,0.774078,EF534853,JBM09,136.85,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.026
4/9/2009,0.774078,EF534853,JBM09,136.53,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.056
4/10/2009,0.774078,EF534853,JBM09,136.68,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.088
4/13/2009,0.774078,EF534853,JBM09,136.7,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.074
4/14/2009,0.774078,EF534853,JBM09,136.56,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.072
4/15/2009,0.774078,EF534853,JBM09,136.94,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.084
4/16/2009,0.774078,EF534853,JBM09,136.7,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.046
4/17/2009,0.774078,EF534853,JBM09,136.81,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.071
4/20/2009,0.774078,EF534853,JBM09,136.63,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.062
4/21/2009,0.774078,EF534853,JBM09,137.04,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.078
4/22/2009,0.774078,EF534853,JBM09,137.21,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.035
4/23/2009,0.774078,EF534853,JBM09,137.26,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.015
4/24/2009,0.774078,EF534853,JBM09,137.15,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.01
4/27/2009,0.774078,EF534853,JBM09,136.67,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.023
4/28/2009,0.774078,EF534853,JBM09,137.3,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.078
4/30/2009,0.774078,EF534853,JBM09,136.99,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.014
5/1/2009,0.774078,EF534853,JBM09,137.47,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.047
5/7/2009,0.774078,EF534853,JBM09,137.31,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.002
5/8/2009,0.774078,EF534853,JBM09,136.76,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.019
5/11/2009,0.774078,EF534853,JBM09,136.7,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.076
5/12/2009,0.774078,EF534853,JBM09,136.74,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.079
5/13/2009,0.774078,EF534853,JBM09,136.5,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.079
5/14/2009,0.774078,EF534853,JBM09,136.94,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.108
5/15/2009,0.774078,EF534853,JBM09,137.04,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.059
5/18/2009,0.774078,EF534853,JBM09,137.31,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.046
5/19/2009,0.774078,EF534853,JBM09,137.17,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.019
5/20/2009,0.774078,EF534853,JBM09,137.18,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.033
5/21/2009,0.774078,EF534853,JBM09,137.01,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.032
5/22/2009,0.774078,EF534853,JBM09,136.89,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.054
5/25/2009,0.774078,EF534853,JBM09,136.73,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.068
5/26/2009,0.774078,EF534853,JBM09,136.82,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.09
5/27/2009,0.774078,EF534853,JBM09,136.36,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.08
5/28/2009,0.774078,EF534853,JBM09,136.36,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.128
5/29/2009,0.774078,EF534853,JBM09,136.41,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.129
6/1/2009,0.774078,EF534853,JBM09,136.51,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.124
6/2/2009,0.774078,EF534853,JBM09,136.3,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.115
6/3/2009,0.774078,EF534853,JBM09,136.36,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.14
6/4/2009,0.774078,EF534853,JBM09,136.94,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.133
6/5/2009,0.774078,EF534853,JBM09,136.84,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.07
6/8/2009,0.774078,EF534853,JBM09,136.44,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.079
6/9/2009,0.774078,EF534853,JBM09,136.62,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.122
6/10/2009,0.774078,EF534853,JBM09,136.36,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.106
6/11/2009,0.774078,EF534853,JBM09,136.29,EF534853 Govt,JBM09 Comdty,2,6/20/2016,NL/365,6/20/2006,2,7/20/2006,9-Jun,1.134
4/2/2009,0.76843,EF466283,JBM09,137.81,EF466283 Govt,JBM09 Comdty,1.9,6/20/2016,NL/365,6/20/2006,2,6/20/2006,9-Jun,1.145
6/12/2009,0.762782,EF831385,JBU09,136.01,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,1.173
6/15/2009,0.762782,EF831385,JBU09,136.16,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,1.154
6/16/2009,0.762782,EF831385,JBU09,136.57,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,1.109
6/17/2009,0.762782,EF831385,JBU09,136.58,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,1.109
6/18/2009,0.762782,EF831385,JBU09,136.75,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,1.093
6/19/2009,0.762782,EF831385,JBU09,136.92,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,1.075
6/22/2009,0.762782,EF831385,JBU09,137,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,1.064
6/23/2009,0.762782,EF831385,JBU09,137.44,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,1.019
6/24/2009,0.762782,EF831385,JBU09,137.7,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.993
6/25/2009,0.762782,EF831385,JBU09,137.63,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,1
6/26/2009,0.762782,EF831385,JBU09,137.66,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.999
6/29/2009,0.762782,EF831385,JBU09,137.88,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.975
6/30/2009,0.762782,EF831385,JBU09,138.1,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.954
7/1/2009,0.762782,EF831385,JBU09,138.18,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.945
7/2/2009,0.762782,EF831385,JBU09,138.2,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.944
7/3/2009,0.762782,EF831385,JBU09,138.44,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.919
7/6/2009,0.762782,EF831385,JBU09,138.58,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.904
7/7/2009,0.762782,EF831385,JBU09,138.47,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.915
7/8/2009,0.762782,EF831385,JBU09,138.76,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.885
7/9/2009,0.762782,EF831385,JBU09,138.72,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.89
7/10/2009,0.762782,EF831385,JBU09,138.84,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.879
7/13/2009,0.762782,EF831385,JBU09,138.89,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.875
7/14/2009,0.762782,EF831385,JBU09,138.54,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.91
7/15/2009,0.762782,EF831385,JBU09,138.64,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.9
7/16/2009,0.762782,EF831385,JBU09,138.59,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.905
7/17/2009,0.762782,EF831385,JBU09,138.58,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.908
7/21/2009,0.762782,EF831385,JBU09,138.22,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.948
7/22/2009,0.762782,EF831385,JBU09,138.08,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.963
7/23/2009,0.762782,EF831385,JBU09,138.2,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.95
7/24/2009,0.762782,EF831385,JBU09,138.4,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.93
7/27/2009,0.762782,EF831385,JBU09,138.35,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.935
7/28/2009,0.762782,EF831385,JBU09,138.33,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.939
7/29/2009,0.762782,EF831385,JBU09,138.46,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.924
7/30/2009,0.762782,EF831385,JBU09,138.46,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.925
7/31/2009,0.762782,EF831385,JBU09,138.12,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.964
8/3/2009,0.762782,EF831385,JBU09,137.78,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,1
8/4/2009,0.762782,EF831385,JBU09,137.66,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,1.015
8/5/2009,0.762782,EF831385,JBU09,137.69,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,1.011
8/6/2009,0.762782,EF831385,JBU09,137.55,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,1.024
8/7/2009,0.762782,EF831385,JBU09,137.59,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,1.02
8/10/2009,0.762782,EF831385,JBU09,137.22,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,1.064
8/11/2009,0.762782,EF831385,JBU09,137.2,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,1.065
8/12/2009,0.762782,EF831385,JBU09,137.5,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,1.037
8/13/2009,0.762782,EF831385,JBU09,137.53,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,1.031
8/14/2009,0.762782,EF831385,JBU09,137.98,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.98
8/17/2009,0.762782,EF831385,JBU09,138.59,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.918
8/18/2009,0.762782,EF831385,JBU09,138.75,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.904
8/19/2009,0.762782,EF831385,JBU09,138.87,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.889
8/20/2009,0.762782,EF831385,JBU09,138.75,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.899
8/21/2009,0.762782,EF831385,JBU09,139.2,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.854
8/24/2009,0.762782,EF831385,JBU09,138.91,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.884
8/25/2009,0.762782,EF831385,JBU09,138.97,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.88
8/26/2009,0.762782,EF831385,JBU09,138.92,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.884
8/27/2009,0.762782,EF831385,JBU09,139.06,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.87
8/28/2009,0.762782,EF831385,JBU09,139.03,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.875
8/31/2009,0.762782,EF831385,JBU09,139.13,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.864
9/1/2009,0.762782,EF831385,JBU09,139.23,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.854
9/2/2009,0.762782,EF831385,JBU09,139.44,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.832
9/3/2009,0.762782,EF831385,JBU09,139.36,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.84
9/4/2009,0.762782,EF831385,JBU09,139.1,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.869
9/7/2009,0.762782,EF831385,JBU09,138.69,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.914
9/8/2009,0.762782,EF831385,JBU09,139.08,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.874
9/9/2009,0.762782,EF831385,JBU09,139.26,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.854
9/10/2009,0.762782,EF831385,JBU09,139.3,EF831385 Govt,JBU09 Comdty,1.8,9/20/2016,NL/365,9/20/2006,2,11/20/2006,9-Sep,0.845
9/11/2009,0.757134,EF949562,JBZ09,139.15,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,0.855
9/14/2009,0.757134,EF949562,JBZ09,139.26,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,0.844
9/15/2009,0.757134,EF949562,JBZ09,138.97,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,0.875
9/16/2009,0.757134,EF949562,JBZ09,138.8,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,0.892
9/17/2009,0.757134,EF949562,JBZ09,138.59,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,0.918
9/18/2009,0.757134,EF949562,JBZ09,138.55,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,0.923
9/24/2009,0.757134,EF949562,JBZ09,138.82,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,0.894
9/25/2009,0.757134,EF949562,JBZ09,139.04,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,0.874
9/28/2009,0.757134,EF949562,JBZ09,139.31,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,0.845
9/29/2009,0.757134,EF949562,JBZ09,139.37,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,0.84
9/30/2009,0.757134,EF949562,JBZ09,139.34,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,0.846
10/1/2009,0.757134,EF949562,JBZ09,139.31,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,0.844
10/2/2009,0.757134,EF949562,JBZ09,139.61,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,0.813
10/5/2009,0.757134,EF949562,JBZ09,139.5,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,0.825
10/6/2009,0.757134,EF949562,JBZ09,139.59,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,0.814
10/7/2009,0.757134,EF949562,JBZ09,139.37,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,0.839
10/8/2009,0.757134,EF949562,JBZ09,139.35,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,0.845
10/9/2009,0.757134,EF949562,JBZ09,139.13,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,0.87
10/13/2009,0.757134,EF949562,JBZ09,139.09,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,0.873
10/14/2009,0.757134,EF949562,JBZ09,139.18,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,0.865
10/15/2009,0.757134,EF949562,JBZ09,139.05,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,0.88
10/16/2009,0.757134,EF949562,JBZ09,138.88,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,0.897
10/19/2009,0.757134,EF949562,JBZ09,138.83,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,0.902
10/20/2009,0.757134,EF949562,JBZ09,138.62,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,0.924
10/21/2009,0.757134,EF949562,JBZ09,138.69,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,0.92
10/22/2009,0.757134,EF949562,JBZ09,138.38,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,0.95
10/23/2009,0.757134,EF949562,JBZ09,138.31,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,0.961
10/26/2009,0.757134,EF949562,JBZ09,137.99,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,0.996
10/27/2009,0.757134,EF949562,JBZ09,137.86,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,1.01
10/28/2009,0.757134,EF949562,JBZ09,137.67,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,1.028
10/29/2009,0.757134,EF949562,JBZ09,138,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,0.996
10/30/2009,0.757134,EF949562,JBZ09,137.99,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,0.998
11/2/2009,0.757134,EF949562,JBZ09,138.27,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,0.964
11/4/2009,0.757134,EF949562,JBZ09,137.96,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,1.001
11/5/2009,0.757134,EF949562,JBZ09,137.6,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,1.037
11/6/2009,0.757134,EF949562,JBZ09,137.56,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,1.043
11/9/2009,0.757134,EF949562,JBZ09,137.38,EF949562 Govt,JBZ09 Comdty,1.7,12/20/2016,NL/365,12/20/2006,2,12/20/2006,9-Dec,1.061
