Date,ConversionFactor,CTD CUSIP,Futures Ticker,Futures Price,CTD Bond ID,Futures ID,CTD Coupon Frequency,CTD Day Count,CTD Maturity Date,CTD Interest Accrual Date,CTD Issue Date,CTD Coupon,Futures Expiry Month/Year,CTD Price
30-Oct-2014,0.882107,EG395336,OATZ14,144.42,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,127.815
31-Oct-2014,0.882107,EG395336,OATZ14,144.86,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,128.288
3-Nov-2014,0.882107,EG395336,OATZ14,144.53,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,127.973
4-Nov-2014,0.882107,EG395336,OATZ14,145.07,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,128.387
5-Nov-2014,0.882107,EG395336,OATZ14,144.84,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,128.183
6-Nov-2014,0.882107,EG395336,OATZ14,144.88,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,128.163
7-Nov-2014,0.882107,EG395336,OATZ14,144.94,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,128.2
10-Nov-2014,0.882107,EG395336,OATZ14,144.93,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,128.125
11-Nov-2014,0.882107,EG395336,OATZ14,145.06,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,128.288
12-Nov-2014,0.882107,EG395336,OATZ14,145.09,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,128.288
13-Nov-2014,0.882107,EG395336,OATZ14,145.17,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,128.355
14-Nov-2014,0.882107,EG395336,OATZ14,145.43,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,128.585
17-Nov-2014,0.882107,EG395336,OATZ14,145.45,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,128.485
18-Nov-2014,0.882107,EG395336,OATZ14,145.39,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,128.508
19-Nov-2014,0.882107,EG395336,OATZ14,144.97,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,128.028
20-Nov-2014,0.882107,EG395336,OATZ14,145.47,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,128.535
21-Nov-2014,0.882107,EG395336,OATZ14,145.85,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,128.845
24-Nov-2014,0.882107,EG395336,OATZ14,145.84,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,128.808
25-Nov-2014,0.882107,EG395336,OATZ14,146.4,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,129.272
26-Nov-2014,0.882107,EG395336,OATZ14,146.58,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,129.415
27-Nov-2014,0.882107,EG395336,OATZ14,147.1,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,129.897
28-Nov-2014,0.882107,EG395336,OATZ14,147.23,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,129.943
1-Dec-2014,0.882107,EG395336,OATZ14,147.02,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,129.735
2-Dec-2014,0.882107,EG395336,OATZ14,146.68,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,129.505
3-Dec-2014,0.882107,EG395336,OATZ14,146.72,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,129.5
4-Dec-2014,0.882107,EG395336,OATZ14,146.57,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,129.262
5-Dec-2014,0.882107,EG395336,OATZ14,146.6,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,129.262
9-Dec-2014,0.884471,EG395336,OATH5,145.58,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,129.89
10-Dec-2014,0.884471,EG395336,OATH5,145.65,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,129.897
11-Dec-2014,0.884471,EG395336,OATH5,145.74,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,129.923
12-Dec-2014,0.884471,EG395336,OATH5,146.32,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,130.415
15-Dec-2014,0.884471,EG395336,OATH5,146.25,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,130.402
16-Dec-2014,0.884471,EG395336,OATH5,146.53,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,130.575
17-Dec-2014,0.884471,EG395336,OATH5,146.62,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,130.683
18-Dec-2014,0.884471,EG395336,OATH5,146.37,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,130.45
19-Dec-2014,0.884471,EG395336,OATH5,146.48,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,130.515
22-Dec-2014,0.884471,EG395336,OATH5,146.59,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,130.593
23-Dec-2014,0.884471,EG395336,OATH5,146.72,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,130.63
24-Dec-2014,0.884471,EG395336,OATH5,146.72,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,130.685
29-Dec-2014,0.884471,EG395336,OATH5,147.13,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,130.978
30-Dec-2014,0.884471,EG395336,OATH5,147.22,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,131.06
31-Dec-2014,0.884471,EG395336,OATH5,147.22,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,131.025
2-Jan-2015,0.884471,EG395336,OATH5,147.77,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,131.503
5-Jan-2015,0.884471,EG395336,OATH5,147.49,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,131.215
6-Jan-2015,0.884471,EG395336,OATH5,148.05,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,131.835
7-Jan-2015,0.884471,EG395336,OATH5,147.66,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,131.263
8-Jan-2015,0.884471,EG395336,OATH5,147.48,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,131.142
9-Jan-2015,0.884471,EG395336,OATH5,147.64,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,131.283
12-Jan-2015,0.884471,EG395336,OATH5,147.84,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,131.463
13-Jan-2015,0.884471,EG395336,OATH5,148.01,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,131.573
14-Jan-2015,0.884471,EG395336,OATH5,148.86,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,132.405
15-Jan-2015,0.884471,EG395336,OATH5,148.71,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,132.158
16-Jan-2015,0.884471,EG395336,OATH5,148.95,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,132.48
19-Jan-2015,0.884471,EG395336,OATH5,149.08,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,132.44
20-Jan-2015,0.884471,EG395336,OATH5,148.89,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,132.298
21-Jan-2015,0.884471,EG395336,OATH5,148.33,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,131.695
22-Jan-2015,0.884471,EG395336,OATH5,149.17,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,132.495
23-Jan-2015,0.884471,EG395336,OATH5,149.79,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,133
26-Jan-2015,0.884471,EG395336,OATH5,149.38,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,132.595
27-Jan-2015,0.884471,EG395336,OATH5,149.47,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,132.65
28-Jan-2015,0.884471,EG395336,OATH5,149.47,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,132.712
29-Jan-2015,0.884471,EG395336,OATH5,149.3,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,132.473
30-Jan-2015,0.884471,EG395336,OATH5,149.95,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,133.04
2-Feb-2015,0.884471,EG395336,OATH5,149.9,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,132.94
3-Feb-2015,0.884471,EG395336,OATH5,149.53,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,132.655
4-Feb-2015,0.884471,EG395336,OATH5,149.34,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,132.465
5-Feb-2015,0.884471,EG395336,OATH5,149.32,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,132.453
6-Feb-2015,0.884471,EG395336,OATH5,148.98,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,132.118
9-Feb-2015,0.884471,EG395336,OATH5,149.12,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,132.155
10-Feb-2015,0.884471,EG395336,OATH5,148.65,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,131.788
11-Feb-2015,0.884471,EG395336,OATH5,148.93,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,131.975
12-Feb-2015,0.884471,EG395336,OATH5,149.3,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,132.34
13-Feb-2015,0.884471,EG395336,OATH5,149.31,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,132.323
16-Feb-2015,0.884471,EG395336,OATH5,149.19,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,132.223
17-Feb-2015,0.884471,EG395336,OATH5,148.94,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,131.95
18-Feb-2015,0.884471,EG395336,OATH5,148.97,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,132.02
19-Feb-2015,0.884471,EG395336,OATH5,149,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,131.895
20-Feb-2015,0.884471,EG395336,OATH5,149.27,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,132.123
23-Feb-2015,0.884471,EG395336,OATH5,149.57,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,132.408
24-Feb-2015,0.884471,EG395336,OATH5,149.65,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,132.478
25-Feb-2015,0.884471,EG395336,OATH5,150.14,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,132.878
26-Feb-2015,0.884471,EG395336,OATH5,150.53,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,133.207
27-Feb-2015,0.884471,EG395336,OATH5,150.26,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,132.933
2-Mar-2015,0.884471,EG395336,OATH5,149.86,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,132.587
3-Mar-2015,0.884471,EG395336,OATH5,149.54,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,132.245
4-Mar-2015,0.884471,EG395336,OATH5,149.43,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,132.16
5-Mar-2015,0.884471,EG395336,OATH5,149.54,EG395336 Govt,OATH5 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,15-Mar-2016,132.385
9-Mar-2015,0.745853,EJ913944,OATM5,154.41,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,115.865
10-Mar-2015,0.745853,EJ913944,OATM5,155.52,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,116.638
11-Mar-2015,0.745853,EJ913944,OATM5,156.09,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,116.95
12-Mar-2015,0.745853,EJ913944,OATM5,155.78,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,116.833
13-Mar-2015,0.745853,EJ913944,OATM5,155.76,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,116.77
16-Mar-2015,0.745853,EJ913944,OATM5,155.57,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,116.59
17-Mar-2015,0.745853,EJ913944,OATM5,155.28,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,116.38
18-Mar-2015,0.745853,EJ913944,OATM5,156.05,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,116.975
19-Mar-2015,0.745853,EJ913944,OATM5,156.34,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,117.138
20-Mar-2015,0.745853,EJ913944,OATM5,156.53,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,117.248
23-Mar-2015,0.745853,EJ913944,OATM5,155.81,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,116.733
24-Mar-2015,0.745853,EJ913944,OATM5,155.55,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,116.57
25-Mar-2015,0.745853,EJ913944,OATM5,155.68,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,116.63
26-Mar-2015,0.745853,EJ913944,OATM5,155.76,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,116.71
27-Mar-2015,0.745853,EJ913944,OATM5,155.82,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,116.688
30-Mar-2015,0.745853,EJ913944,OATM5,155.67,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,116.613
31-Mar-2015,0.745853,EJ913944,OATM5,156.05,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,116.913
1-Apr-2015,0.745853,EJ913944,OATM5,156.36,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,117.108
2-Apr-2015,0.745853,EJ913944,OATM5,156.08,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,116.758
7-Apr-2015,0.745853,EJ913944,OATM5,156.13,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,116.935
8-Apr-2015,0.745853,EJ913944,OATM5,156.45,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,117.15
9-Apr-2015,0.745853,EJ913944,OATM5,156.49,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,117.138
10-Apr-2015,0.745853,EJ913944,OATM5,156.66,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,117.278
13-Apr-2015,0.745853,EJ913944,OATM5,156.65,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,117.263
14-Apr-2015,0.745853,EJ913944,OATM5,157.02,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,117.503
15-Apr-2015,0.745853,EJ913944,OATM5,157.68,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,117.985
16-Apr-2015,0.745853,EJ913944,OATM5,157.59,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,117.938
17-Apr-2015,0.745853,EJ913944,OATM5,157.43,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,117.755
20-Apr-2015,0.745853,EJ913944,OATM5,157.55,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,117.852
21-Apr-2015,0.745853,EJ913944,OATM5,157.4,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,117.738
22-Apr-2015,0.745853,EJ913944,OATM5,156.89,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,117.288
23-Apr-2015,0.745853,EJ913944,OATM5,156.87,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,117.288
24-Apr-2015,0.745853,EJ913944,OATM5,156.87,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,117.248
27-Apr-2015,0.745853,EJ913944,OATM5,156.8,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,117.265
28-Apr-2015,0.745853,EJ913944,OATM5,156.89,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,117.253
29-Apr-2015,0.745853,EJ913944,OATM5,155.08,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,115.92
30-Apr-2015,0.745853,EJ913944,OATM5,154.23,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,115.227
4-May-2015,0.745853,EJ913944,OATM5,153.16,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,114.423
5-May-2015,0.745853,EJ913944,OATM5,151.91,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,113.565
6-May-2015,0.745853,EJ913944,OATM5,150.89,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,112.85
7-May-2015,0.745853,EJ913944,OATM5,151.05,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,112.953
8-May-2015,0.745853,EJ913944,OATM5,151.98,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,113.48
11-May-2015,0.745853,EJ913944,OATM5,151.32,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,112.865
12-May-2015,0.745853,EJ913944,OATM5,150.27,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,112.293
13-May-2015,0.745853,EJ913944,OATM5,150.15,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,112.045
14-May-2015,0.745853,EJ913944,OATM5,150.16,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,112.3
15-May-2015,0.745853,EJ913944,OATM5,150.94,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,112.935
18-May-2015,0.745853,EJ913944,OATM5,150.72,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,112.615
19-May-2015,0.745853,EJ913944,OATM5,151.29,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,113.175
20-May-2015,0.745853,EJ913944,OATM5,151.07,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,112.735
21-May-2015,0.745853,EJ913944,OATM5,150.98,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,112.688
22-May-2015,0.745853,EJ913944,OATM5,151.33,EJ913944 Govt,OATM5 Comdty,1,ACT/ACT,25-May-2024,12-Nov-2013,25-May-2013,2.25,15-Jun-2016,112.97
