,BAA Comdty,EDA Comdty,EFA Comdty,ERA Comdty,ESA Comdty,IRA Comdty,L A Comdty
2006-12-19,,94.435,,,,,
2006-12-20,,94.445,,,,,
2006-12-21,,94.48,,,,,
2006-12-22,,94.395,,,,,
2006-12-26,,94.42,,,,,
2006-12-27,,94.395,,,,,
2006-12-28,,94.36,,,,,
2006-12-29,,94.34,,,,,
2007-01-02,,94.355,,,,,
2007-01-03,,94.385,,,,,
2007-01-04,,94.435,,,,,
2007-01-05,,94.415,,,,,
2007-01-08,,94.425,,,,,
2007-01-09,,94.43,,,,,
2007-01-10,,94.38,,,,,
2007-01-11,,94.33,,,,,
2007-01-12,,94.305,,,,,
2007-01-16,,94.315,,,,,
2007-01-17,,94.29,,,,,
2007-01-18,,94.34,,,,,
2007-01-19,,94.32,,,,,
2007-01-22,,94.35,,,,,
2007-01-23,,94.295,,,,,
2007-01-24,,94.28,,,,,
2007-01-25,,94.19,,,,,
2007-01-26,,94.17,,,,,
2007-01-29,,94.15,,,,,
2007-01-30,,94.175,,,,,
2007-01-31,,94.23,,,,,
2007-02-01,,94.245,,,,,
2007-02-02,,94.27,,,,,
2007-02-05,,94.29,,,,,
2007-02-06,,94.325,,,,,
2007-02-07,,94.33,,,,,
2007-02-08,,94.335,,,,,
2007-02-09,,94.265,,,,,
2007-02-12,,94.245,,,,,
2007-02-13,,94.25,,,,,
2007-02-14,,94.345,,,,,
2007-02-15,,94.345,,,,,
2007-02-16,,94.35,,,,,
2007-02-20,,94.365,,,,,
2007-02-21,,94.345,,,,,
2007-02-22,,94.31,,,,,
2007-02-23,,94.355,,,,,
2007-02-26,,94.385,,,,,
2007-02-27,,94.45,,,,,
2007-02-28,,94.41,,,,,
2007-03-01,,94.395,,,,,
2007-03-02,,94.39,,,,,
2007-03-05,,94.38,,,,,
2007-03-06,,94.395,,,,,
2007-03-07,,94.435,,,,,
2007-03-08,,94.43,,,,,
2007-03-09,,94.375,,,,,
2007-03-12,,94.405,,,,,
2007-03-13,,94.42,,,,,
2007-03-14,,94.38,,,,,
2007-03-15,,94.38,,,,,
2007-03-16,,94.37,,,,,
2007-03-19,,94.36,,,,,
2007-03-20,,94.38,,,,,
2007-03-21,,94.385,,,,,
2007-03-22,,94.315,,,,,
2007-03-23,,94.27,,,,,
2007-03-26,,94.29,,,,,
2007-03-27,,94.255,,,,,
2007-03-28,,94.22,,,,,
2007-03-29,,94.225,,,,,
2007-03-30,,94.215,,,,,
2007-04-02,,94.22,,,,,
2007-04-03,,94.215,,,,,
2007-04-04,,94.215,,,,,
2007-04-05,,94.195,,,,,
2007-04-06,,94.145,,,,,
2007-04-09,,94.15,,,,,
2007-04-10,,94.17,,,,,
2007-04-11,,94.17,,,,,
2007-04-12,,94.175,,,,,
2007-04-13,,94.17,,,,,
2007-04-16,,94.205,,,,,
2007-04-17,,94.25,,,,,
2007-04-18,,94.28,,,,,
2007-04-19,,94.26,,,,,
2007-04-20,,94.255,,,,,
2007-04-23,,94.27,,,,,
2007-04-24,,94.3,,,,,
2007-04-25,,94.27,,,,,
2007-04-26,,94.22,,,,,
2007-04-27,,94.2,,,,,
2007-04-30,,94.27,,,,,
2007-05-01,,94.265,,,,,
2007-05-02,,94.27,,,,,
2007-05-03,,94.26,,,,,
2007-05-04,,94.295,,,,,
2007-05-07,,94.295,,,,,
2007-05-08,,94.3,,,,,
2007-05-09,,94.27,,,,,
2007-05-10,,94.285,,,,,
2007-05-11,,94.25,,,,,
2007-05-14,,94.23,,,,,
2007-05-15,,94.21,,,,,
2007-05-16,,94.22,,,,,
2007-05-17,,94.185,,,,,
2007-05-18,,94.13,,,,,
2007-05-21,,94.155,,,,,
2007-05-22,,94.11,,,,,
2007-05-23,,94.065,,,,,
2007-05-24,,94.065,,,,,
2007-05-25,,94.09,,,,,
2007-05-29,,94.095,,,,,
2007-05-30,,94.105,,,,,
2007-05-31,,94.11,,,,,
2007-06-01,,94.06,,,,,
2007-06-04,,94.09,,,,,
2007-06-05,,94.03,,,,,
2007-06-06,,94.01,,,,,
2007-06-07,,93.83,,,,,
2007-06-08,,93.775,,,,,
2007-06-11,,93.765,,,,,
2007-06-12,,93.595,,,,,
2007-06-13,,93.71,,,,,
2007-06-14,,93.735,,,,,
2007-06-15,,93.8,,,,,
2007-06-18,,93.81,,,,,
2007-06-19,,93.865,,,,,
2007-06-20,,93.79,,,,,
2007-06-21,,93.7,,,,,
2007-06-22,,93.715,,,,,
2007-06-25,,93.77,,,,,
2007-06-26,,93.755,,,,,
2007-06-27,,93.785,,,,,
2007-06-28,,93.755,,,,,
2007-06-29,,93.81,,,,,
2007-07-02,,93.86,,,,,
2007-07-03,,93.81,,,,,
2007-07-05,,93.695,,,,,
2007-07-06,,93.62,,,,,
2007-07-09,,93.66,,,,,
2007-07-10,,93.76,,,,,
2007-07-11,,93.705,,,,,
2007-07-12,,93.675,,,,,
2007-07-13,,93.715,,,,,
2007-07-16,,93.77,,,,,
2007-07-17,,93.745,,,,,
2007-07-18,,93.81,,,,,
2007-07-19,,93.815,,,,,
2007-07-20,,93.865,,,,,
2007-07-23,,93.875,,,,,
2007-07-24,,93.865,,,,,
2007-07-25,,93.87,,,,,
2007-07-26,,93.885,,,,,
2007-07-27,,93.78,,,,,
2007-07-30,,93.775,,,,,
2007-07-31,,93.84,,,,,
2007-08-01,,93.855,,,,,
2007-08-02,,93.89,,,,,
2007-08-03,,93.915,,,,,
2007-08-06,,93.885,,,,,
2007-08-07,,93.885,,,,,
2007-08-08,,93.835,,,,,
2007-08-09,,93.82,,,,,
2007-08-10,,93.815,,,,,
2007-08-13,,93.775,,,,,
2007-08-14,,93.8,,,,,
2007-08-15,,93.79,,,,,
2007-08-16,,93.8,,,,,
2007-08-17,,93.725,,,,,
2007-08-20,,93.74,,,,,
2007-08-21,,93.82,,,,,
2007-08-22,,93.905,,,,,
2007-08-23,,93.975,,,,,
2007-08-24,,94.07,,,,,
2007-08-27,,94.105,,,,,
2007-08-28,,94.075,,,,,
2007-08-29,,94.03,,,,,
2007-08-30,,94.025,,,,,
2007-08-31,,94.03,,,,,
2007-09-04,,94.03,,,,,
2007-09-05,,94.095,,,,,
2007-09-06,,94.105,,,,,
2007-09-07,,94.23,,,,,
2007-09-10,,94.28,,,,,
2007-09-11,,94.2,,,,,
2007-09-12,,94.12,,,,,
2007-09-13,,94.035,,,,,
2007-09-14,,94.035,,,,,
2007-09-17,,94.035,,,,,
2007-09-18,,94.005,,,,,
2007-09-19,,93.985,,,,,
2007-09-20,,93.84,,,,,
2007-09-21,,93.88,,,,,
2007-09-24,,93.915,,,,,
2007-09-25,,93.9,,,,,
2007-09-26,,93.875,,,,,
2007-09-27,,93.945,,,,,
2007-09-28,,93.96,,,,,
2007-10-01,,94.035,,,,,
2007-10-02,,94.085,,,,,
2007-10-03,,94.115,,,,,
2007-10-04,,94.145,,,,,
2007-10-05,,93.985,,,,,
2007-10-09,,94.04,,,,,
2007-10-10,,94.065,,,,,
2007-10-11,,94.085,,,,,
2007-10-12,,94.07,,,,,
2007-10-15,,94.055,,,,,
2007-10-16,,94.04,,,,,
2007-10-17,,94.11,,,,,
2007-10-18,,94.12,,,,,
2007-10-19,,94.225,,,,,
2007-10-22,,94.225,,,,,
2007-10-23,,94.215,,,,,
2007-10-24,,94.265,,,,,
2007-10-25,,94.22,,,,,
2007-10-26,,94.14,,,,,
2007-10-29,,94.19,,,,,
2007-10-30,,94.21,,,,,
2007-10-31,,94.17,,,,,
2007-11-01,,94.285,,,,,
2007-11-02,,94.275,,,,,
2007-11-05,,94.225,,,,,
2007-11-06,,94.155,,,,,
2007-11-07,,94.135,,,,,
2007-11-08,,94.1,,,,,
2007-11-09,,94.17,,,,,
2007-11-12,,94.17,,,,,
2007-11-13,,94.15,,,,,
2007-11-14,,94.17,,,,,
2007-11-15,,94.245,,,,,
2007-11-16,,94.24,,,,,
2007-11-19,,94.25,,,,,
2007-11-20,,94.205,,,,,
2007-11-21,,94.185,,,,,
2007-11-23,,94.27,,,,,
2007-11-26,,94.525,,,,,
2007-11-27,,94.445,,,,,
2007-11-28,,94.39,,,,,
2007-11-29,,94.485,,,,,
2007-11-30,,94.45,,,,,
2007-12-03,,94.51,,,,,
2007-12-04,,94.435,,,,,
2007-12-05,,94.405,,,,,
2007-12-06,,94.325,,,,,
2007-12-07,,94.115,,,,,
2007-12-10,,94.075,,,,,
2007-12-11,,94.235,,,,,
2007-12-12,,94.23,,,,,
2007-12-13,,94.155,,,,,
2007-12-14,,94.105,,,,,
2007-12-17,,94.16,,,,,
2007-12-18,,94.285,,,,,
2007-12-19,,94.35,,,,,
2007-12-20,,94.345,,,,,
2007-12-21,,94.165,,,,,
2007-12-24,,94.08,,,,,
2007-12-26,,94.04,,,,,
2007-12-27,,94.11,,,,,
2007-12-28,,94.265,,,,,
2007-12-31,,94.335,,,,,
2008-01-02,,94.37,,,,,
2008-01-03,,94.29,,,,,
2008-01-04,,94.305,,,,,
2008-01-07,,94.34,,,,,
2008-01-08,,94.35,,,,,
2008-01-09,,94.365,,,,,
2008-01-10,,94.205,,,,,
2008-01-11,,94.235,,,,,
2008-01-14,,94.255,,,,,
2008-01-15,,94.375,,,,,
2008-01-16,,94.295,,,,,
2008-01-17,,94.395,,,,,
2008-01-18,,94.335,,,,,
2008-01-22,,94.41,,,,,
2008-01-23,,94.44,,,,,
2008-01-24,,94.14,,,,,
2008-01-25,,94.25,,,,,
2008-01-28,,94.29,,,,,
2008-01-29,,94.275,,,,,
2008-01-30,,94.135,,,,,
2008-01-31,,94.255,,,,,
2008-02-01,,94.24,,,,,
2008-02-04,,94.185,,,,,
2008-02-05,,94.225,,,,,
2008-02-06,,94.18,,,,,
2008-02-07,,94.015,,,,,
2008-02-08,,94.045,,,,,
2008-02-11,,94.085,,,,,
2008-02-12,,94.03,,,,,
2008-02-13,,93.975,,,,,
2008-02-14,,93.765,,,,,
2008-02-15,,93.825,,,,,
2008-02-19,,93.785,,,,,
2008-02-20,,93.87,,,,,
2008-02-21,,94.04,,,,,
2008-02-22,,93.965,,,,,
2008-02-25,,93.85,,,,,
2008-02-26,,93.9,,,,,
2008-02-27,,93.92,,,,,
2008-02-28,,94.04,,,,,
2008-02-29,,94.175,,,,,
2008-03-03,,94.115,,,,,
2008-03-04,,94.03,,,,,
2008-03-05,,93.835,,,,,
2008-03-06,,93.79,,,,,
2008-03-07,,93.89,,,,,
2008-03-10,,94.015,,,,,
2008-03-11,,94.04,,,,,
2008-03-12,,94.24,,,,,
2008-03-13,,94.205,,,,,
2008-03-14,,94.3,,,,,
2008-03-17,,94.495,,,,,
2008-03-18,,94.455,,,,,
2008-03-19,,94.535,,,,,
2008-03-20,,94.63,,,,,
2008-03-24,,94.525,,,,,
2008-03-25,,94.545,,,,,
2008-03-26,,94.48,,,,,
2008-03-27,,94.405,,,,,
2008-03-28,,94.46,,,,,
2008-03-31,,94.56,,,,,
2008-04-01,,94.44,,,,,
2008-04-02,,94.46,,,,,
2008-04-03,,94.475,,,,,
2008-04-04,,94.64,,,,,
2008-04-07,,94.57,,,,,
2008-04-08,,94.495,,,,,
2008-04-09,,94.555,,,,,
2008-04-10,,94.505,,,,,
2008-04-11,,94.55,,,,,
2008-04-14,,94.5,,,,,
2008-04-15,,94.385,,,,,
2008-04-16,,94.235,,,,,
2008-04-17,,94.305,,,,,
2008-04-18,,94.355,,,,,
2008-04-21,,94.44,,,,,
2008-04-22,,94.5,,,,,
2008-04-23,,94.49,,,,,
2008-04-24,,94.455,,,,,
2008-04-25,,94.41,,,,,
2008-04-28,,94.45,,,,,
2008-04-29,,94.46,,,,,
2008-04-30,,94.525,,,,,
2008-05-01,,94.595,,,,,
2008-05-02,,94.495,,,,,
2008-05-05,,94.5,,,,,
